product_id,gender,title,details,player,team,color,size,price
1003,mens,shoes,sandals,Null,Ravens,purple,large,55.5
1004,womans,shoes,sandals,Null,Ravens,purple,large,55.5
1005,mens,shoes,sandals,Null,Ravens,purple,medium,55.5
1006,womans,shoes,sandals,Null,Ravens,purple,medium,55.5
1007,mens,shoes,sandals,Null,Ravens,purple,small,55.5
1008,womans,shoes,sandals,Null,Ravens,purple,small,55.5
1009,mens,shirts,longsleeve,Null,Ravens,yellow,large,29.99
1010,womans,shirts,longsleeve,Null,Ravens,yellow,large,29.99
1011,mens,shirts,longsleeve,Null,Ravens,yellow,medium,29.99
1012,womans,shirts,longsleeve,Null,Ravens,yellow,medium,29.99
1013,mens,shirts,longsleeve,Null,Ravens,yellow,small,29.99
1014,womans,shirts,longsleeve,Null,Ravens,yellow,small,29.99
1015,mens,shirts,shortsleeve,Null,Ravens,yellow,large,29.99
1016,womans,shirts,shortsleeve,Null,Ravens,yellow,large,29.99
1017,mens,shirts,shortsleeve,Null,Ravens,yellow,medium,29.99
1018,womans,shirts,shortsleeve,Null,Ravens,yellow,medium,29.99
1019,mens,shirts,shortsleeve,Null,Ravens,yellow,small,29.99
1020,womans,shirts,shortsleeve,Null,Ravens,yellow,small,29.99
1021,mens,pants,joggers,Null,Ravens,yellow,large,32.49
1022,womans,pants,joggers,Null,Ravens,yellow,large,32.49
1023,mens,pants,joggers,Null,Ravens,yellow,medium,32.49
1024,womans,pants,joggers,Null,Ravens,yellow,medium,32.49
1025,mens,pants,joggers,Null,Ravens,yellow,small,32.49
1026,womans,pants,joggers,Null,Ravens,yellow,small,32.49
1027,mens,pants,shorts,Null,Ravens,yellow,large,32.49
1028,womans,pants,shorts,Null,Ravens,yellow,large,32.49
1029,mens,pants,shorts,Null,Ravens,yellow,medium,32.49
1030,womans,pants,shorts,Null,Ravens,yellow,medium,32.49
1031,mens,pants,shorts,Null,Ravens,yellow,small,32.49
1032,womans,pants,shorts,Null,Ravens,yellow,small,32.49
1033,mens,shoes,sneakers,Null,Ravens,yellow,large,55.5
1034,womans,shoes,sneakers,Null,Ravens,yellow,large,55.5
1035,mens,shoes,sneakers,Null,Ravens,yellow,medium,55.5
1036,womans,shoes,sneakers,Null,Ravens,yellow,medium,55.5
1037,mens,shoes,sneakers,Null,Ravens,yellow,small,55.5
1038,womans,shoes,sneakers,Null,Ravens,yellow,small,55.5
1039,mens,shoes,sandals,Null,Ravens,yellow,large,55.5
1040,womans,shoes,sandals,Null,Ravens,yellow,large,55.5
1041,mens,shoes,sandals,Null,Ravens,yellow,medium,55.5
1042,womans,shoes,sandals,Null,Ravens,yellow,medium,55.5
1043,mens,shoes,sandals,Null,Ravens,yellow,small,55.5
1044,womans,shoes,sandals,Null,Ravens,yellow,small,55.5
1045,mens,shirts,longsleeve,Null,Ravens,grey,large,29.99
1046,womans,shirts,longsleeve,Null,Ravens,grey,large,29.99
1047,mens,shirts,longsleeve,Null,Ravens,grey,medium,29.99
1048,womans,shirts,longsleeve,Null,Ravens,grey,medium,29.99
1049,mens,shirts,longsleeve,Null,Ravens,grey,small,29.99
1050,womans,shirts,longsleeve,Null,Ravens,grey,small,29.99
1051,mens,shirts,shortsleeve,Null,Ravens,grey,large,29.99
1052,womans,shirts,shortsleeve,Null,Ravens,grey,large,29.99
1053,mens,shirts,shortsleeve,Null,Ravens,grey,medium,29.99
1054,womans,shirts,shortsleeve,Null,Ravens,grey,medium,29.99
1055,mens,shirts,shortsleeve,Null,Ravens,grey,small,29.99
1056,womans,shirts,shortsleeve,Null,Ravens,grey,small,29.99
1057,mens,pants,joggers,Null,Ravens,grey,large,32.49
1058,womans,pants,joggers,Null,Ravens,grey,large,32.49
1059,mens,pants,joggers,Null,Ravens,grey,medium,32.49
1060,womans,pants,joggers,Null,Ravens,grey,medium,32.49
1061,mens,pants,joggers,Null,Ravens,grey,small,32.49
1062,womans,pants,joggers,Null,Ravens,grey,small,32.49
1063,mens,pants,shorts,Null,Ravens,grey,large,32.49
1064,womans,pants,shorts,Null,Ravens,grey,large,32.49
1065,mens,pants,shorts,Null,Ravens,grey,medium,32.49
1066,womans,pants,shorts,Null,Ravens,grey,medium,32.49
1067,mens,pants,shorts,Null,Ravens,grey,small,32.49
1068,womans,pants,shorts,Null,Ravens,grey,small,32.49
1069,mens,shoes,sneakers,Null,Ravens,grey,large,55.5
1070,womans,shoes,sneakers,Null,Ravens,grey,large,55.5
1071,mens,shoes,sneakers,Null,Ravens,grey,medium,55.5
1072,womans,shoes,sneakers,Null,Ravens,grey,medium,55.5
1073,mens,shoes,sneakers,Null,Ravens,grey,small,55.5
1074,womans,shoes,sneakers,Null,Ravens,grey,small,55.5
1075,mens,shoes,sandals,Null,Ravens,grey,large,55.5
1076,womans,shoes,sandals,Null,Ravens,grey,large,55.5
1077,mens,shoes,sandals,Null,Ravens,grey,medium,55.5
1078,womans,shoes,sandals,Null,Ravens,grey,medium,55.5
1079,mens,shoes,sandals,Null,Ravens,grey,small,55.5
1080,womans,shoes,sandals,Null,Ravens,grey,small,55.5
1081,mens,shirts,longsleeve,Null,Jets,green,large,29.99
1082,womans,shirts,longsleeve,Null,Jets,green,large,29.99
1083,mens,shirts,longsleeve,Null,Jets,green,medium,29.99
1084,womans,shirts,longsleeve,Null,Jets,green,medium,29.99
1085,mens,shirts,longsleeve,Null,Jets,green,small,29.99
1086,womans,shirts,longsleeve,Null,Jets,green,small,29.99
1087,mens,shirts,shortsleeve,Null,Jets,green,large,29.99
1088,womans,shirts,shortsleeve,Null,Jets,green,large,29.99
1089,mens,shirts,shortsleeve,Null,Jets,green,medium,29.99
1090,womans,shirts,shortsleeve,Null,Jets,green,medium,29.99
1091,mens,shirts,shortsleeve,Null,Jets,green,small,29.99
1092,womans,shirts,shortsleeve,Null,Jets,green,small,29.99
1093,mens,pants,joggers,Null,Jets,green,large,32.49
1094,womans,pants,joggers,Null,Jets,green,large,32.49
1095,mens,pants,joggers,Null,Jets,green,medium,32.49
1096,womans,pants,joggers,Null,Jets,green,medium,32.49
1097,mens,pants,joggers,Null,Jets,green,small,32.49
1098,womans,pants,joggers,Null,Jets,green,small,32.49
1099,mens,pants,shorts,Null,Jets,green,large,32.49
1100,womans,pants,shorts,Null,Jets,green,large,32.49
1101,mens,pants,shorts,Null,Jets,green,medium,32.49
1102,womans,pants,shorts,Null,Jets,green,medium,32.49
1103,mens,pants,shorts,Null,Jets,green,small,32.49
1104,womans,pants,shorts,Null,Jets,green,small,32.49
1105,mens,shoes,sneakers,Null,Jets,green,large,55.5
1106,womans,shoes,sneakers,Null,Jets,green,large,55.5
1107,mens,shoes,sneakers,Null,Jets,green,medium,55.5
1108,womans,shoes,sneakers,Null,Jets,green,medium,55.5
1109,mens,shoes,sneakers,Null,Jets,green,small,55.5
1110,womans,shoes,sneakers,Null,Jets,green,small,55.5
1111,mens,shoes,sandals,Null,Jets,green,large,55.5
1112,womans,shoes,sandals,Null,Jets,green,large,55.5
1113,mens,shoes,sandals,Null,Jets,green,medium,55.5
1114,womans,shoes,sandals,Null,Jets,green,medium,55.5
1115,mens,shoes,sandals,Null,Jets,green,small,55.5
1116,womans,shoes,sandals,Null,Jets,green,small,55.5
1117,mens,shirts,longsleeve,Null,Jets,white,large,29.99
1118,womans,shirts,longsleeve,Null,Jets,white,large,29.99
1119,mens,shirts,longsleeve,Null,Jets,white,medium,29.99
1120,womans,shirts,longsleeve,Null,Jets,white,medium,29.99
1121,mens,shirts,longsleeve,Null,Jets,white,small,29.99
1122,womans,shirts,longsleeve,Null,Jets,white,small,29.99
1123,mens,shirts,shortsleeve,Null,Jets,white,large,29.99
1124,womans,shirts,shortsleeve,Null,Jets,white,large,29.99
1125,mens,shirts,shortsleeve,Null,Jets,white,medium,29.99
1126,womans,shirts,shortsleeve,Null,Jets,white,medium,29.99
1127,mens,shirts,shortsleeve,Null,Jets,white,small,29.99
1128,womans,shirts,shortsleeve,Null,Jets,white,small,29.99
1129,mens,pants,joggers,Null,Jets,white,large,32.49
1130,womans,pants,joggers,Null,Jets,white,large,32.49
1131,mens,pants,joggers,Null,Jets,white,medium,32.49
1132,womans,pants,joggers,Null,Jets,white,medium,32.49
1133,mens,pants,joggers,Null,Jets,white,small,32.49
1134,womans,pants,joggers,Null,Jets,white,small,32.49
1135,mens,pants,shorts,Null,Jets,white,large,32.49
1136,womans,pants,shorts,Null,Jets,white,large,32.49
1137,mens,pants,shorts,Null,Jets,white,medium,32.49
1138,womans,pants,shorts,Null,Jets,white,medium,32.49
1139,mens,pants,shorts,Null,Jets,white,small,32.49
1140,womans,pants,shorts,Null,Jets,white,small,32.49
1141,mens,shoes,sneakers,Null,Jets,white,large,55.5
1142,womans,shoes,sneakers,Null,Jets,white,large,55.5
1143,mens,shoes,sneakers,Null,Jets,white,medium,55.5
1144,womans,shoes,sneakers,Null,Jets,white,medium,55.5
1145,mens,shoes,sneakers,Null,Jets,white,small,55.5
1146,womans,shoes,sneakers,Null,Jets,white,small,55.5
1147,mens,shoes,sandals,Null,Jets,white,large,55.5
1148,womans,shoes,sandals,Null,Jets,white,large,55.5
1149,mens,shoes,sandals,Null,Jets,white,medium,55.5
1150,womans,shoes,sandals,Null,Jets,white,medium,55.5
1151,mens,shoes,sandals,Null,Jets,white,small,55.5
1152,womans,shoes,sandals,Null,Jets,white,small,55.5
1153,mens,shirts,longsleeve,Null,Bears,orange,large,29.99
1154,womans,shirts,longsleeve,Null,Bears,orange,large,29.99
1155,mens,shirts,longsleeve,Null,Bears,orange,medium,29.99
1156,womans,shirts,longsleeve,Null,Bears,orange,medium,29.99
1157,mens,shirts,longsleeve,Null,Bears,orange,small,29.99
1158,womans,shirts,longsleeve,Null,Bears,orange,small,29.99
1159,mens,shirts,shortsleeve,Null,Bears,orange,large,29.99
1160,womans,shirts,shortsleeve,Null,Bears,orange,large,29.99
1161,mens,shirts,shortsleeve,Null,Bears,orange,medium,29.99
1162,womans,shirts,shortsleeve,Null,Bears,orange,medium,29.99
1163,mens,shirts,shortsleeve,Null,Bears,orange,small,29.99
1164,womans,shirts,shortsleeve,Null,Bears,orange,small,29.99
1165,mens,pants,joggers,Null,Bears,orange,large,32.49
1166,womans,pants,joggers,Null,Bears,orange,large,32.49
1167,mens,pants,joggers,Null,Bears,orange,medium,32.49
1168,womans,pants,joggers,Null,Bears,orange,medium,32.49
1169,mens,pants,joggers,Null,Bears,orange,small,32.49
1170,womans,pants,joggers,Null,Bears,orange,small,32.49
1171,mens,pants,shorts,Null,Bears,orange,large,32.49
1172,womans,pants,shorts,Null,Bears,orange,large,32.49
1173,mens,pants,shorts,Null,Bears,orange,medium,32.49
1174,womans,pants,shorts,Null,Bears,orange,medium,32.49
1175,mens,pants,shorts,Null,Bears,orange,small,32.49
1176,womans,pants,shorts,Null,Bears,orange,small,32.49
1177,mens,shoes,sneakers,Null,Bears,orange,large,55.5
1178,womans,shoes,sneakers,Null,Bears,orange,large,55.5
1179,mens,shoes,sneakers,Null,Bears,orange,medium,55.5
1180,womans,shoes,sneakers,Null,Bears,orange,medium,55.5
1181,mens,shoes,sneakers,Null,Bears,orange,small,55.5
1182,womans,shoes,sneakers,Null,Bears,orange,small,55.5
1183,mens,shoes,sandals,Null,Bears,orange,large,55.5
1184,womans,shoes,sandals,Null,Bears,orange,large,55.5
1185,mens,shoes,sandals,Null,Bears,orange,medium,55.5
1186,womans,shoes,sandals,Null,Bears,orange,medium,55.5
1187,mens,shoes,sandals,Null,Bears,orange,small,55.5
1188,womans,shoes,sandals,Null,Bears,orange,small,55.5
1189,mens,shirts,longsleeve,Null,Bears,blue,large,29.99
1190,womans,shirts,longsleeve,Null,Bears,blue,large,29.99
1191,mens,shirts,longsleeve,Null,Bears,blue,medium,29.99
1192,womans,shirts,longsleeve,Null,Bears,blue,medium,29.99
1193,mens,shirts,longsleeve,Null,Bears,blue,small,29.99
1194,womans,shirts,longsleeve,Null,Bears,blue,small,29.99
1195,mens,shirts,shortsleeve,Null,Bears,blue,large,29.99
1196,womans,shirts,shortsleeve,Null,Bears,blue,large,29.99
1197,mens,shirts,shortsleeve,Null,Bears,blue,medium,29.99
1198,womans,shirts,shortsleeve,Null,Bears,blue,medium,29.99
1199,mens,shirts,shortsleeve,Null,Bears,blue,small,29.99
1200,womans,shirts,shortsleeve,Null,Bears,blue,small,29.99
1201,mens,pants,joggers,Null,Bears,blue,large,32.49
1202,womans,pants,joggers,Null,Bears,blue,large,32.49
1203,mens,pants,joggers,Null,Bears,blue,medium,32.49
1204,womans,pants,joggers,Null,Bears,blue,medium,32.49
1205,mens,pants,joggers,Null,Bears,blue,small,32.49
1206,womans,pants,joggers,Null,Bears,blue,small,32.49
1207,mens,pants,shorts,Null,Bears,blue,large,32.49
1208,womans,pants,shorts,Null,Bears,blue,large,32.49
1209,mens,pants,shorts,Null,Bears,blue,medium,32.49
1210,womans,pants,shorts,Null,Bears,blue,medium,32.49
1211,mens,pants,shorts,Null,Bears,blue,small,32.49
1212,womans,pants,shorts,Null,Bears,blue,small,32.49
1213,mens,shoes,sneakers,Null,Bears,blue,large,55.5
1214,womans,shoes,sneakers,Null,Bears,blue,large,55.5
1215,mens,shoes,sneakers,Null,Bears,blue,medium,55.5
1216,womans,shoes,sneakers,Null,Bears,blue,medium,55.5
1217,mens,shoes,sneakers,Null,Bears,blue,small,55.5
1218,womans,shoes,sneakers,Null,Bears,blue,small,55.5
1219,mens,shoes,sandals,Null,Bears,blue,large,55.5
1220,womans,shoes,sandals,Null,Bears,blue,large,55.5
1221,mens,shoes,sandals,Null,Bears,blue,medium,55.5
1222,womans,shoes,sandals,Null,Bears,blue,medium,55.5
1223,mens,shoes,sandals,Null,Bears,blue,small,55.5
1224,womans,shoes,sandals,Null,Bears,blue,small,55.5
1225,mens,shirts,longsleeve,Null,Bears,white,large,29.99
1226,womans,shirts,longsleeve,Null,Bears,white,large,29.99
1227,mens,shirts,longsleeve,Null,Bears,white,medium,29.99
1228,womans,shirts,longsleeve,Null,Bears,white,medium,29.99
1229,mens,shirts,longsleeve,Null,Bears,white,small,29.99
1230,womans,shirts,longsleeve,Null,Bears,white,small,29.99
1231,mens,shirts,shortsleeve,Null,Bears,white,large,29.99
1232,womans,shirts,shortsleeve,Null,Bears,white,large,29.99
1233,mens,shirts,shortsleeve,Null,Bears,white,medium,29.99
1234,womans,shirts,shortsleeve,Null,Bears,white,medium,29.99
1235,mens,shirts,shortsleeve,Null,Bears,white,small,29.99
1236,womans,shirts,shortsleeve,Null,Bears,white,small,29.99
1237,mens,pants,joggers,Null,Bears,white,large,32.49
1238,womans,pants,joggers,Null,Bears,white,large,32.49
1239,mens,pants,joggers,Null,Bears,white,medium,32.49
1240,womans,pants,joggers,Null,Bears,white,medium,32.49
1241,mens,pants,joggers,Null,Bears,white,small,32.49
1242,womans,pants,joggers,Null,Bears,white,small,32.49
1243,mens,pants,shorts,Null,Bears,white,large,32.49
1244,womans,pants,shorts,Null,Bears,white,large,32.49
1245,mens,pants,shorts,Null,Bears,white,medium,32.49
1246,womans,pants,shorts,Null,Bears,white,medium,32.49
1247,mens,pants,shorts,Null,Bears,white,small,32.49
1248,womans,pants,shorts,Null,Bears,white,small,32.49
1249,mens,shoes,sneakers,Null,Bears,white,large,55.5
1250,womans,shoes,sneakers,Null,Bears,white,large,55.5
1251,mens,shoes,sneakers,Null,Bears,white,medium,55.5
1252,womans,shoes,sneakers,Null,Bears,white,medium,55.5
1253,mens,shoes,sneakers,Null,Bears,white,small,55.5
1254,womans,shoes,sneakers,Null,Bears,white,small,55.5
1255,mens,shoes,sandals,Null,Bears,white,large,55.5
1256,womans,shoes,sandals,Null,Bears,white,large,55.5
1257,mens,shoes,sandals,Null,Bears,white,medium,55.5
1258,womans,shoes,sandals,Null,Bears,white,medium,55.5
1259,mens,shoes,sandals,Null,Bears,white,small,55.5
1260,womans,shoes,sandals,Null,Bears,white,small,55.5
1261,mens,shirts,longsleeve,Null,Seahawks,blue,large,29.99
1262,womans,shirts,longsleeve,Null,Seahawks,blue,large,29.99
1263,mens,shirts,longsleeve,Null,Seahawks,blue,medium,29.99
1264,womans,shirts,longsleeve,Null,Seahawks,blue,medium,29.99
1265,mens,shirts,longsleeve,Null,Seahawks,blue,small,29.99
1266,womans,shirts,longsleeve,Null,Seahawks,blue,small,29.99
1267,mens,shirts,shortsleeve,Null,Seahawks,blue,large,29.99
1268,womans,shirts,shortsleeve,Null,Seahawks,blue,large,29.99
1269,mens,shirts,shortsleeve,Null,Seahawks,blue,medium,29.99
1270,womans,shirts,shortsleeve,Null,Seahawks,blue,medium,29.99
1271,mens,shirts,shortsleeve,Null,Seahawks,blue,small,29.99
1272,womans,shirts,shortsleeve,Null,Seahawks,blue,small,29.99
1273,mens,pants,joggers,Null,Seahawks,blue,large,32.49
1274,womans,pants,joggers,Null,Seahawks,blue,large,32.49
1275,mens,pants,joggers,Null,Seahawks,blue,medium,32.49
1276,womans,pants,joggers,Null,Seahawks,blue,medium,32.49
1277,mens,pants,joggers,Null,Seahawks,blue,small,32.49
1278,womans,pants,joggers,Null,Seahawks,blue,small,32.49
1279,mens,pants,shorts,Null,Seahawks,blue,large,32.49
1280,womans,pants,shorts,Null,Seahawks,blue,large,32.49
1281,mens,pants,shorts,Null,Seahawks,blue,medium,32.49
1282,womans,pants,shorts,Null,Seahawks,blue,medium,32.49
1283,mens,pants,shorts,Null,Seahawks,blue,small,32.49
1284,womans,pants,shorts,Null,Seahawks,blue,small,32.49
1285,mens,shoes,sneakers,Null,Seahawks,blue,large,55.5
1286,womans,shoes,sneakers,Null,Seahawks,blue,large,55.5
1287,mens,shoes,sneakers,Null,Seahawks,blue,medium,55.5
1288,womans,shoes,sneakers,Null,Seahawks,blue,medium,55.5
1289,mens,shoes,sneakers,Null,Seahawks,blue,small,55.5
1290,womans,shoes,sneakers,Null,Seahawks,blue,small,55.5
1291,mens,shoes,sandals,Null,Seahawks,blue,large,55.5
1292,womans,shoes,sandals,Null,Seahawks,blue,large,55.5
1293,mens,shoes,sandals,Null,Seahawks,blue,medium,55.5
1294,womans,shoes,sandals,Null,Seahawks,blue,medium,55.5
1295,mens,shoes,sandals,Null,Seahawks,blue,small,55.5
1296,womans,shoes,sandals,Null,Seahawks,blue,small,55.5
1297,mens,shirts,longsleeve,Null,Seahawks,grey,large,29.99
1298,womans,shirts,longsleeve,Null,Seahawks,grey,large,29.99
1299,mens,shirts,longsleeve,Null,Seahawks,grey,medium,29.99
1300,womans,shirts,longsleeve,Null,Seahawks,grey,medium,29.99
1301,mens,shirts,longsleeve,Null,Seahawks,grey,small,29.99
1302,womans,shirts,longsleeve,Null,Seahawks,grey,small,29.99
1303,mens,shirts,shortsleeve,Null,Seahawks,grey,large,29.99
1304,womans,shirts,shortsleeve,Null,Seahawks,grey,large,29.99
1305,mens,shirts,shortsleeve,Null,Seahawks,grey,medium,29.99
1306,womans,shirts,shortsleeve,Null,Seahawks,grey,medium,29.99
1307,mens,shirts,shortsleeve,Null,Seahawks,grey,small,29.99
1308,womans,shirts,shortsleeve,Null,Seahawks,grey,small,29.99
1309,mens,pants,joggers,Null,Seahawks,grey,large,32.49
1310,womans,pants,joggers,Null,Seahawks,grey,large,32.49
1311,mens,pants,joggers,Null,Seahawks,grey,medium,32.49
1312,womans,pants,joggers,Null,Seahawks,grey,medium,32.49
1313,mens,pants,joggers,Null,Seahawks,grey,small,32.49
1314,womans,pants,joggers,Null,Seahawks,grey,small,32.49
1315,mens,pants,shorts,Null,Seahawks,grey,large,32.49
1316,womans,pants,shorts,Null,Seahawks,grey,large,32.49
1317,mens,pants,shorts,Null,Seahawks,grey,medium,32.49
1318,womans,pants,shorts,Null,Seahawks,grey,medium,32.49
1319,mens,pants,shorts,Null,Seahawks,grey,small,32.49
1320,womans,pants,shorts,Null,Seahawks,grey,small,32.49
1321,mens,shoes,sneakers,Null,Seahawks,grey,large,55.5
1322,womans,shoes,sneakers,Null,Seahawks,grey,large,55.5
1323,mens,shoes,sneakers,Null,Seahawks,grey,medium,55.5
1324,womans,shoes,sneakers,Null,Seahawks,grey,medium,55.5
1325,mens,shoes,sneakers,Null,Seahawks,grey,small,55.5
1326,womans,shoes,sneakers,Null,Seahawks,grey,small,55.5
1327,mens,shoes,sandals,Null,Seahawks,grey,large,55.5
1328,womans,shoes,sandals,Null,Seahawks,grey,large,55.5
1329,mens,shoes,sandals,Null,Seahawks,grey,medium,55.5
1330,womans,shoes,sandals,Null,Seahawks,grey,medium,55.5
1331,mens,shoes,sandals,Null,Seahawks,grey,small,55.5
1332,womans,shoes,sandals,Null,Seahawks,grey,small,55.5
1333,mens,shirts,longsleeve,Null,Seahawks,white,large,29.99
1334,womans,shirts,longsleeve,Null,Seahawks,white,large,29.99
1335,mens,shirts,longsleeve,Null,Seahawks,white,medium,29.99
1336,womans,shirts,longsleeve,Null,Seahawks,white,medium,29.99
1337,mens,shirts,longsleeve,Null,Seahawks,white,small,29.99
1338,womans,shirts,longsleeve,Null,Seahawks,white,small,29.99
1339,mens,shirts,shortsleeve,Null,Seahawks,white,large,29.99
1340,womans,shirts,shortsleeve,Null,Seahawks,white,large,29.99
1341,mens,shirts,shortsleeve,Null,Seahawks,white,medium,29.99
1342,womans,shirts,shortsleeve,Null,Seahawks,white,medium,29.99
1343,mens,shirts,shortsleeve,Null,Seahawks,white,small,29.99
1344,womans,shirts,shortsleeve,Null,Seahawks,white,small,29.99
1345,mens,pants,joggers,Null,Seahawks,white,large,32.49
1346,womans,pants,joggers,Null,Seahawks,white,large,32.49
1347,mens,pants,joggers,Null,Seahawks,white,medium,32.49
1348,womans,pants,joggers,Null,Seahawks,white,medium,32.49
1349,mens,pants,joggers,Null,Seahawks,white,small,32.49
1350,womans,pants,joggers,Null,Seahawks,white,small,32.49
1351,mens,pants,shorts,Null,Seahawks,white,large,32.49
1352,womans,pants,shorts,Null,Seahawks,white,large,32.49
1353,mens,pants,shorts,Null,Seahawks,white,medium,32.49
1354,womans,pants,shorts,Null,Seahawks,white,medium,32.49
1355,mens,pants,shorts,Null,Seahawks,white,small,32.49
1356,womans,pants,shorts,Null,Seahawks,white,small,32.49
1357,mens,shoes,sneakers,Null,Seahawks,white,large,55.5
1358,womans,shoes,sneakers,Null,Seahawks,white,large,55.5
1359,mens,shoes,sneakers,Null,Seahawks,white,medium,55.5
1360,womans,shoes,sneakers,Null,Seahawks,white,medium,55.5
1361,mens,shoes,sneakers,Null,Seahawks,white,small,55.5
1362,womans,shoes,sneakers,Null,Seahawks,white,small,55.5
1363,mens,shoes,sandals,Null,Seahawks,white,large,55.5
1364,womans,shoes,sandals,Null,Seahawks,white,large,55.5
1365,mens,shoes,sandals,Null,Seahawks,white,medium,55.5
1366,womans,shoes,sandals,Null,Seahawks,white,medium,55.5
1367,mens,shoes,sandals,Null,Seahawks,white,small,55.5
1368,womans,shoes,sandals,Null,Seahawks,white,small,55.5
1369,mens,shirts,longsleeve,Null,Browns,orange,large,29.99
1370,womans,shirts,longsleeve,Null,Browns,orange,large,29.99
1371,mens,shirts,longsleeve,Null,Browns,orange,medium,29.99
1372,womans,shirts,longsleeve,Null,Browns,orange,medium,29.99
1373,mens,shirts,longsleeve,Null,Browns,orange,small,29.99
1374,womans,shirts,longsleeve,Null,Browns,orange,small,29.99
1375,mens,shirts,shortsleeve,Null,Browns,orange,large,29.99
1376,womans,shirts,shortsleeve,Null,Browns,orange,large,29.99
1377,mens,shirts,shortsleeve,Null,Browns,orange,medium,29.99
1378,womans,shirts,shortsleeve,Null,Browns,orange,medium,29.99
1379,mens,shirts,shortsleeve,Null,Browns,orange,small,29.99
1380,womans,shirts,shortsleeve,Null,Browns,orange,small,29.99
1381,mens,pants,joggers,Null,Browns,orange,large,32.49
1382,womans,pants,joggers,Null,Browns,orange,large,32.49
1383,mens,pants,joggers,Null,Browns,orange,medium,32.49
1384,womans,pants,joggers,Null,Browns,orange,medium,32.49
1385,mens,pants,joggers,Null,Browns,orange,small,32.49
1386,womans,pants,joggers,Null,Browns,orange,small,32.49
1387,mens,pants,shorts,Null,Browns,orange,large,32.49
1388,womans,pants,shorts,Null,Browns,orange,large,32.49
1389,mens,pants,shorts,Null,Browns,orange,medium,32.49
1390,womans,pants,shorts,Null,Browns,orange,medium,32.49
1391,mens,pants,shorts,Null,Browns,orange,small,32.49
1392,womans,pants,shorts,Null,Browns,orange,small,32.49
1393,mens,shoes,sneakers,Null,Browns,orange,large,55.5
1394,womans,shoes,sneakers,Null,Browns,orange,large,55.5
1395,mens,shoes,sneakers,Null,Browns,orange,medium,55.5
1396,womans,shoes,sneakers,Null,Browns,orange,medium,55.5
1397,mens,shoes,sneakers,Null,Browns,orange,small,55.5
1398,womans,shoes,sneakers,Null,Browns,orange,small,55.5
1399,mens,shoes,sandals,Null,Browns,orange,large,55.5
1400,womans,shoes,sandals,Null,Browns,orange,large,55.5
1401,mens,shoes,sandals,Null,Browns,orange,medium,55.5
1402,womans,shoes,sandals,Null,Browns,orange,medium,55.5
1403,mens,shoes,sandals,Null,Browns,orange,small,55.5
1404,womans,shoes,sandals,Null,Browns,orange,small,55.5
1405,mens,shirts,longsleeve,Null,Browns,brown,large,29.99
1406,womans,shirts,longsleeve,Null,Browns,brown,large,29.99
1407,mens,shirts,longsleeve,Null,Browns,brown,medium,29.99
1408,womans,shirts,longsleeve,Null,Browns,brown,medium,29.99
1409,mens,shirts,longsleeve,Null,Browns,brown,small,29.99
1410,womans,shirts,longsleeve,Null,Browns,brown,small,29.99
1411,mens,shirts,shortsleeve,Null,Browns,brown,large,29.99
1412,womans,shirts,shortsleeve,Null,Browns,brown,large,29.99
1413,mens,shirts,shortsleeve,Null,Browns,brown,medium,29.99
1414,womans,shirts,shortsleeve,Null,Browns,brown,medium,29.99
1415,mens,shirts,shortsleeve,Null,Browns,brown,small,29.99
1416,womans,shirts,shortsleeve,Null,Browns,brown,small,29.99
1417,mens,pants,joggers,Null,Browns,brown,large,32.49
1418,womans,pants,joggers,Null,Browns,brown,large,32.49
1419,mens,pants,joggers,Null,Browns,brown,medium,32.49
1420,womans,pants,joggers,Null,Browns,brown,medium,32.49
1421,mens,pants,joggers,Null,Browns,brown,small,32.49
1422,womans,pants,joggers,Null,Browns,brown,small,32.49
1423,mens,pants,shorts,Null,Browns,brown,large,32.49
1424,womans,pants,shorts,Null,Browns,brown,large,32.49
1425,mens,pants,shorts,Null,Browns,brown,medium,32.49
1426,womans,pants,shorts,Null,Browns,brown,medium,32.49
1427,mens,pants,shorts,Null,Browns,brown,small,32.49
1428,womans,pants,shorts,Null,Browns,brown,small,32.49
1429,mens,shoes,sneakers,Null,Browns,brown,large,55.5
1430,womans,shoes,sneakers,Null,Browns,brown,large,55.5
1431,mens,shoes,sneakers,Null,Browns,brown,medium,55.5
1432,womans,shoes,sneakers,Null,Browns,brown,medium,55.5
1433,mens,shoes,sneakers,Null,Browns,brown,small,55.5
1434,womans,shoes,sneakers,Null,Browns,brown,small,55.5
1435,mens,shoes,sandals,Null,Browns,brown,large,55.5
1436,womans,shoes,sandals,Null,Browns,brown,large,55.5
1437,mens,shoes,sandals,Null,Browns,brown,medium,55.5
1438,womans,shoes,sandals,Null,Browns,brown,medium,55.5
1439,mens,shoes,sandals,Null,Browns,brown,small,55.5
1440,womans,shoes,sandals,Null,Browns,brown,small,55.5
1441,mens,shirts,longsleeve,Null,Browns,white,large,29.99
1442,womans,shirts,longsleeve,Null,Browns,white,large,29.99
1443,mens,shirts,longsleeve,Null,Browns,white,medium,29.99
1444,womans,shirts,longsleeve,Null,Browns,white,medium,29.99
1445,mens,shirts,longsleeve,Null,Browns,white,small,29.99
1446,womans,shirts,longsleeve,Null,Browns,white,small,29.99
